Timestamp,Increment,az1,Az1_Angle,KalAngleX1,az2,Az2_Angle,KalAngleX2
2024-06-01 03:48:48.987,0.0,0,0,0,0,0,0
2024-06-01 03:48:51.397,7.2,0,0,0,0,0,0
2024-06-01 03:48:51.397,14.4,-636,-0.040578125,172.16358065001552,-3497,-0.2231158854166667,-173.39380026960214
2024-06-01 03:48:51.397,21.6,-585,-0.03732421875,-177.1620167847722,-3975,-0.25361328125,-173.32500245123262
2024-06-01 03:48:51.397,28.8,-639,-0.04076953125000001,175.615005531948,-3906,-0.24921093750000003,-173.36145697924766
2024-06-01 03:48:51.415,36.0,-661,-0.04217317708333334,172.7066163676104,-3923,-0.2502955729166667,-173.33439141007662
2024-06-01 03:48:51.422,43.2,-643,-0.04102473958333334,169.9599960743253,-3925,-0.25042317708333334,-173.3548072998952
2024-06-01 03:48:51.430,50.4,-671,-0.04281119791666667,167.9518263921006,-3929,-0.2506783854166667,-173.31384081490478
2024-06-01 03:48:51.436,57.6,-561,-0.03579296875,165.78084154431156,-3989,-0.2545065104166667,-173.36501673265946
2024-06-01 03:48:51.436,64.8,-652,-0.04159895833333334,163.80139061211423,-3911,-0.2495299479166667,-173.41833467185148
2024-06-01 03:48:51.451,72.0,-593,-0.03783463541666667,161.9945602268627,-3967,-0.2531028645833334,-173.5294454153731
2024-06-01 03:48:51.451,79.2,-662,-0.04223697916666667,160.6882056280626,-3910,-0.24946614583333337,-173.5904968415164
2024-06-01 03:48:51.463,86.4,-679,-0.04332161458333334,159.5478616114813,-3896,-0.2485729166666667,-173.6371874927257
2024-06-01 03:48:51.471,93.60000000000001,-623,-0.03974869791666667,158.36094188338964,-3964,-0.25291145833333334,-173.7376042951537
2024-06-01 03:48:51.483,100.8,-680,-0.043385416666666676,157.124229506734,-3884,-0.2478072916666667,-173.8468385569256
2024-06-01 03:48:51.490,108.0,-611,-0.03898307291666667,156.80662198480564,-3966,-0.2530390625,-173.89374375329953
2024-06-01 03:48:51.499,115.2,-638,-0.040705729166666677,156.9477261211776,-3921,-0.25016796875,-173.9302228890299
2024-06-01 03:48:51.507,122.4,-633,-0.04038671875,156.7323158354592,-3951,-0.25208203125000006,-174.0556469887296
2024-06-01 03:48:51.508,129.6,-682,-0.04351302083333334,156.92595009277787,-3899,-0.24876432291666672,-174.04589428347506
2024-06-01 03:48:51.508,136.8,-673,-0.04293880208333333,157.20195228942646,-3908,-0.24933854166666672,-173.9994515907925
2024-06-01 03:48:51.524,144.0,-629,-0.040131510416666676,157.84606718356284,-3944,-0.2516354166666667,-173.9440726914922
2024-06-01 03:48:51.531,151.20000000000002,-579,-0.03694140625000001,158.27638067929888,-3972,-0.2534218750000001,-173.92389996801623
2024-06-01 03:48:51.536,158.4,-643,-0.04102473958333334,158.72809707097895,-3895,-0.24850911458333336,-173.93374868155465
2024-06-01 03:48:51.536,165.6,-642,-0.04096093750000001,159.20050798879222,-3945,-0.25169921875,-174.0049596410246
2024-06-01 03:48:51.546,172.8,-624,-0.03981250000000001,159.31487733804966,-3907,-0.2492747395833334,-174.1036944708713
