Timestamp,Increment,az1,Az1_Angle,KalAngleX1,az2,Az2_Angle,KalAngleX2
2024-08-10 06:50:08.739,0.0,0,0,0,0,0,0
2024-08-10 06:50:09.719,7.2,0,0,0,0,0,0
2024-08-10 06:50:09.719,14.4,0,0,0,0,0,0
2024-08-10 06:50:09.734,21.6,-359,-0.0003578898111979167,0.030807645191117106,-1015,-0.0010118611653645835,0.03900306994974471
2024-08-10 06:50:09.750,28.8,-434,-0.00043265787760416683,0.03080747546690248,-1575,-0.0015701293945312503,0.03899947438301623
2024-08-10 06:50:09.759,36.0,-502,-0.0005004475911458333,0.03080943889660452,-1999,-0.0019928181966145835,0.038997580124628554
2024-08-10 06:50:09.764,43.2,-538,-0.0005363362630208334,0.030809162684090483,-2305,-0.0022978719075520838,0.03899665718603935
2024-08-10 06:50:09.764,50.4,-569,-0.0005672403971354168,0.030808192206311407,-2537,-0.002529154459635417,0.03899551377937523
2024-08-10 06:50:09.780,57.6,-585,-0.00058319091796875,0.030805181664696816,-2699,-0.0026906534830729166,0.038995954255260624
2024-08-10 06:50:09.780,64.8,-612,-0.0006101074218750001,0.030807286992794045,-2834,-0.002825236002604167,0.038994929988688073
2024-08-10 06:50:09.780,72.0,-619,-0.0006170857747395834,0.03080657123752994,-2919,-0.0029099731445312504,0.03899557542313895
2024-08-10 06:50:09.795,79.2,-627,-0.0006250610351562501,0.030806135328943586,-2984,-0.0029747721354166667,0.038995469225291936
2024-08-10 06:50:09.795,86.4,-638,-0.0006360270182291668,0.03080866469549752,-3024,-0.0030146484375000006,0.03899560394106975
2024-08-10 06:50:09.811,93.60000000000001,-636,-0.000634033203125,0.030806590336356836,-3061,-0.0030515340169270837,0.038994836070143014
2024-08-10 06:50:09.811,100.8,-648,-0.0006459960937500001,0.030808715958004836,-3088,-0.0030784505208333334,0.038994993703304
2024-08-10 06:50:09.827,108.0,-645,-0.0006430053710937501,0.030805807538263872,-3113,-0.0031033732096354166,0.0389943502094987
2024-08-10 06:50:09.827,115.2,-649,-0.0006469930013020834,0.030807431018830458,-3130,-0.0031203206380208343,0.03899488825059315
2024-08-10 06:50:09.855,122.4,-636,-0.000634033203125,0.030802891271625676,-3131,-0.003121317545572917,0.038995078057324474
2024-08-10 06:50:09.855,129.6,-651,-0.00064898681640625,0.030807322879096124,-3137,-0.0031272989908854173,0.03899538756735677
2024-08-10 06:50:09.871,136.8,-646,-0.0006440022786458334,0.030805146831761405,-3130,-0.0031203206380208343,0.03899488825059315
2024-08-10 06:50:09.887,144.0,-652,-0.0006499837239583334,0.030807573820577087,-3147,-0.00313726806640625,0.038994905233995784
2024-08-10 06:50:09.902,151.20000000000002,-640,-0.0006380208333333334,0.03080300773984066,-3142,-0.0031322835286458333,0.0389946817288231
2024-08-10 06:50:09.902,158.4,-653,-0.0006509806315104168,0.030806003249203146,-3159,-0.0031492309570312505,0.038995007660340766
2024-08-10 06:50:09.918,165.6,-642,-0.0006400146484375001,0.03080200845256165,-3156,-0.0031462402343750005,0.038994853723367154
2024-08-10 06:50:09.948,172.8,-658,-0.0006559651692708334,0.030808158648434728,-3174,-0.0031641845703125004,0.03899464940746047
