Increment,az1,Az1_Angle,KalAngleX1,az2,Az2_Angle,KalAngleX2
0,0,0,0,0,0,0
7.2,705,0.04498046875000001,6.884359005472855,-2743,-0.17500911458333335,160.13354004621195
14.4,982,0.06265364583333334,4.361355391202124,-4990,-0.3183723958333334,161.11993149550756
21.6,1008,0.06431250000000001,2.1219386323833977,-5176,-0.3302395833333333,161.98313808218361
28.8,1009,0.06437630208333334,-0.11629416266394843,-5184,-0.33075000000000004,162.79016101928508
36.0,1015,0.06475911458333335,-2.172569693845648,-5187,-0.33094140625000007,163.51958866467157
43.2,996,0.06354687500000002,-4.2987513118250575,-5190,-0.3311328125000001,164.2359492057326
50.4,1045,0.06667317708333334,-6.0789770277835515,-5182,-0.33062239583333336,164.85412670204983
57.6,985,0.06284505208333334,-7.952249071900385,-5223,-0.33323828125,165.4255267792118
64.8,1012,0.06456770833333333,-9.762476833104516,-5204,-0.33202604166666666,165.97223317823952
72.0,981,0.06258984375000001,-11.610016278742584,-5184,-0.33075000000000004,166.44842268747112
79.2,978,0.062398437500000015,-13.16954849818497,-5194,-0.3313880208333334,166.84331936238326
86.4,1009,0.06437630208333334,-14.631104270290345,-5219,-0.3329830729166667,167.22261035636205
93.60000000000001,973,0.062079427083333354,-15.87246856482998,-5166,-0.32960156250000006,167.5198165551558
100.8,991,0.06322786458333333,-17.311027031986512,-5178,-0.3303671875,167.85226824498594
108.0,1048,0.06686458333333335,-18.323473200221205,-5217,-0.3328554687500001,168.1242507398943
115.2,955,0.06093098958333334,-19.614945815130337,-5162,-0.32934635416666674,168.35335093165745
122.4,1048,0.06686458333333335,-20.471885314641746,-5208,-0.33228125,168.5663344845984
129.6,979,0.06246223958333334,-21.575887359239715,-5188,-0.33100520833333336,168.76133863027226
136.8,1003,0.06399348958333335,-22.37988716932472,-5180,-0.33049479166666673,168.89153723486803
144.0,992,0.06329166666666668,-23.068884138143595,-5203,-0.3319622395833334,168.9937660098835
151.20000000000002,1034,0.06597135416666668,-23.66932627822686,-5199,-0.33170703125000006,169.0957813963437
158.4,976,0.06227083333333334,-24.216810612615948,-5194,-0.3313880208333334,169.15907083786695
165.6,997,0.06361067708333333,-24.848156613742002,-5181,-0.3305585937500001,169.2562791559452
172.8,986,0.06290885416666668,-25.520856652948204,-5172,-0.3299843750000001,169.33811400740473
