Timestamp,Increment,KalAngleX1,KalAngleY1,KalAngleZ1,KalAngleX2,KalAngleY2,KalAngleZ2
2024-08-11 06:14:23.778,252.0,0.0009964756234701864,0.0001150353120577105,-0.0013882201350600214,-0.0006899908667662216,-0.0017588241780187358,-0.0035407394951972636
2024-08-11 06:14:23.804,259.2,0.0009965949267646509,0.00011498511641864356,-0.0013881426999576515,-0.0006897673085512872,-0.0017585279810472115,-0.003540695254841255
2024-08-11 06:14:23.836,266.40000000000003,0.0010737439410284763,0.00019175203569633792,-0.0013114610036427641,-0.0006900460222178482,-0.0017586032037914241,-0.003540377302614825
2024-08-11 06:14:23.855,273.6,0.0010747636058343751,0.00019256908276872316,-0.0013108661828237262,-0.0006901820815642772,-0.0017588558805909638,-0.003540496174579223
2024-08-11 06:14:23.884,280.8,0.0009984329444483397,0.00011652723416436125,-0.0013870704977062202,-0.0006900650028309086,-0.0016832398715587147,-0.0034653097889372235
2024-08-11 06:14:23.916,288.0,0.0010749518882069466,0.0001929023170632615,-0.0013107633032129289,-0.0006903909773802706,-0.001683638300797468,-0.003465330598790023
2024-08-11 06:14:23.957,295.2,0.0009983388931155785,0.00011633223114895482,-0.0013871207372681165,-0.000689929402725804,-0.0016829879065210131,-0.0034651916162926144
2024-08-11 06:14:23.982,302.40000000000003,0.0010739055720417278,0.0001922966907929786,-0.0013113851117389338,-0.0006903445563035964,-0.0016843182820230754,-0.003466261499719445
2024-08-11 06:14:24.008,309.6,0.0009994392366789314,0.00011761761191016575,-0.00138649199281367,-0.0006905664246917799,-0.0017608396446670458,-0.003542439422163388
2024-08-11 06:14:24.035,316.8,0.0009981302461204468,0.00011624096835181918,-0.0013872456628807827,-0.0006901293544887186,-0.001683565888826159,-0.0034656277194987043
2024-08-11 06:14:24.055,324.0,0.001074347158429618,0.00019229799016384015,-0.0013111116086524353,-0.0006899068750792269,-0.0016832709113756602,-0.0034655844726659358
2024-08-11 06:14:24.139,331.2,0.0009965036756644575,0.000114793043684737,-0.0013881899937018063,-0.0006901843863087404,-0.0016834029262767613,-0.0034653391607186155
2024-08-11 06:14:24.159,338.40000000000003,0.0009961121388111945,0.00011434942775752095,-0.0013884120261361524,-0.000689977835077345,-0.001759597256875896,-0.0035417401136422205
2024-08-11 06:14:24.186,345.6,0.0010734428989302785,0.00019144307734314113,-0.0013116335710019991,-0.0006896902405590878,-0.0016826613094069718,-0.0034651325432167304
2024-08-11 06:14:24.274,352.8,0.0009942801334969604,0.0001127404409154121,-0.0013894747484074594,-0.000689657736754718,-0.001682454480803015,-0.0034649180416365796
