Increment,az1,Az1_Angle,KalAngleX1,az2,Az2_Angle,KalAngleX2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
14.4,781,0.049829427083333336,-51.85274203666203,-4438,-0.28315364583333336,194.5619158528544
21.6,727,0.04638411458333334,-53.449967697891985,-4702,-0.2999973958333334,193.84456713247707
28.8,739,0.04714973958333334,-54.88907831278349,-4760,-0.30369791666666673,193.03096668806157
36.0,753,0.048042968750000005,-55.95482522666225,-4748,-0.3029322916666667,192.10964635377528
43.2,763,0.048680989583333334,-56.57961225819375,-4763,-0.3038893229166667,191.09652903118243
50.4,716,0.045682291666666666,-57.275210502289156,-4700,-0.2998697916666667,190.0327201618926
57.6,795,0.05072265625000001,-57.656044415180524,-4797,-0.30605859375000005,188.96595964311055
64.8,734,0.046830729166666675,-57.71262253544706,-4726,-0.3015286458333334,187.75742345084683
72.0,702,0.044789062500000004,-57.95443636942717,-4715,-0.30082682291666674,186.62326391863135
79.2,769,0.049063802083333344,-57.99805554397679,-4751,-0.3031236979166667,185.51108896328645
86.4,749,0.04778776041666667,-57.620466083027,-4719,-0.30108203125000005,184.30312952422682
93.60000000000001,711,0.045363281250000005,-57.62265403583133,-4748,-0.3029322916666667,183.17973020945874
100.8,739,0.04714973958333334,-57.270378496745316,-4727,-0.3015924479166667,182.02595310858257
108.0,759,0.048425781250000015,-56.72284164390322,-4784,-0.3052291666666667,180.91635217600376
115.2,690,0.04402343750000001,-56.916142811902226,-4711,-0.30057161458333337,179.85395820293513
122.4,822,0.05244531250000001,-56.057661945331745,-4847,-0.3092486979166667,178.75591319434454
129.6,717,0.04574609375000001,-55.43133654827929,-4715,-0.30082682291666674,177.69552937875673
136.8,736,0.04695833333333334,-54.828258664861465,-4783,-0.3051653645833334,176.71292828609305
144.0,765,0.04880859375000001,-54.19856482544726,-4750,-0.30305989583333337,175.7441358793621
151.20000000000002,702,0.044789062500000004,-53.76569059212379,-4723,-0.30133723958333336,174.79286072648424
158.4,790,0.05040364583333335,-52.84633677029002,-4772,-0.3044635416666667,173.89956898819852
165.6,690,0.04402343750000001,-52.359027030128466,-4696,-0.29961458333333335,173.02008308668616
172.8,770,0.04912760416666668,-51.56981107048743,-4794,-0.3058671875000001,172.22491372684138
