Increment,az1,Az1_Angle,KalAngleX1,az2,Az2_Angle,KalAngleX2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
14.4,52,0.0033177083333333335,-69.9456247254201,-4149,-0.2647148437500001,160.53205070476793
21.6,52,0.0033177083333333335,-71.93999934720458,-4375,-0.27913411458333337,160.85741569526922
28.8,79,0.005040364583333333,-73.4590295481919,-4409,-0.2813033854166667,161.20914321553025
36.0,53,0.003381510416666667,-75.14500825014353,-4377,-0.27926171875000005,161.49860860559312
43.2,55,0.0035091145833333337,-76.73174766607713,-4378,-0.27932552083333334,161.80403734524762
50.4,44,0.002807291666666667,-78.29031368441792,-4392,-0.28021875000000007,162.04835599440872
57.6,37,0.0023606770833333336,-79.77069062701968,-4377,-0.27926171875000005,162.25067092912775
64.8,59,0.003764322916666667,-80.87261795731182,-4395,-0.28041015625,162.5101656706439
72.0,58,0.0037005208333333347,-81.87688052237179,-4394,-0.2803463541666667,162.74060824959759
79.2,61,0.0038919270833333336,-82.6444089816749,-4381,-0.27951692708333337,162.8929571100608
86.4,48,0.0030625,-83.55859904415294,-4386,-0.2798359375000001,163.06407926419053
93.60000000000001,92,0.005869791666666667,-83.7392429263127,-4405,-0.28104817708333335,163.24371036292612
100.8,62,0.003955729166666667,-84.25453448912117,-4389,-0.28002734375000005,163.36026742577343
108.0,58,0.0037005208333333347,-84.80739343285741,-4405,-0.28104817708333335,163.49062343729122
115.2,63,0.0040195312500000005,-85.16585445686495,-4398,-0.2806015625,163.57548257476105
122.4,65,0.004147135416666668,-85.48365136492673,-4401,-0.28079296875000004,163.66196728632585
129.6,45,0.002871093750000001,-85.99054479133525,-4406,-0.2811119791666667,163.75233111703207
136.8,51,0.00325390625,-86.3650975410689,-4394,-0.2803463541666667,163.83759027750844
144.0,70,0.004466145833333334,-86.47040244780264,-4402,-0.28085677083333344,163.93407623093754
151.20000000000002,64,0.004083333333333334,-86.57497836423546,-4411,-0.28143098958333335,164.02524867291675
158.4,61,0.0038919270833333336,-86.60257915391942,-4423,-0.28219661458333334,164.07040266151066
165.6,-65,-0.004147135416666668,-88.42801619851002,-4285,-0.2733919270833334,164.04762277385754
172.8,98,0.006252604166666668,-87.64832928032574,-4387,-0.2798997395833334,163.98999624975585
